nome,ano,escola,nota_semestre_1,nota_semestre_2,faltas,nota_exame,monitoria
Sophia Maia,3,Pedro II,1.64,5.5,14,4.14,True
Gael Alves,1,Francisto Chagas,3.12,3.08,3,7.14,False
Alice Santos,2,Pedro I,3.08,4.49,14,2.15,False
Miguel Souza,3,Pedro II,1.28,6.91,14,0.0,True
Laura Martins,2,Pedro II,1.8,2.29,5,6.09,True
Heitor Martins,2,Antonio Prado,1.73,2.05,9,4.56,True
Valentina Rodrigues,2,Gabriel Gomes,2.52,7.47,28,6.07,True
Gabriel Rodrigues,3,Pedro I,5.53,3.27,12,3.65,False
Alice Alves,2,Carlos Santos,2.73,5.77,30,2.27,True
Gabriel Alves,2,Antonio Prado,1.3,3.26,21,0.62,True
Alice Alves,3,Pedro II,7.23,8.44,30,0,False
Theo Gomes,1,Antonio Prado,0.29,9.47,4,1.11,True
Gabriel Maia,1,Gabriel Gomes,9.74,7.03,20,0,False
Theo Ferreira,1,Pedro II,7.83,3.07,6,3.4,True
Davi Maia,3,Antonio Prado,4.86,0.75,8,6.41,False
Maria Santos,1,Francisto Chagas,3.51,7.0,14,9.97,False
Heloisa Rodrigues,3,Gabriel Gomes,7.47,5.19,5,2.15,True
Davi Ferreira,1,Carlos Santos,8.48,2.29,28,4.27,True
Theo Silva,1,Carlos Santos,5.85,1.73,0,3.61,False
Gael Martins,1,Gabriel Gomes,1.7,1.83,0,4.94,True
Gael Ribeiro,3,Pedro I,5.43,6.85,12,5.42,True
Bernardo Alves,2,Francisto Chagas,5.02,2.02,25,5.1,False
Alice Rodrigues,1,Francisto Chagas,5.45,1.36,10,4.06,False
Miguel Rodrigues,1,Antonio Prado,9.81,7.0,26,0,False
Miguel Martins,2,Gabriel Gomes,9.22,6.02,8,0,True
Heitor Martins,1,Antonio Prado,7.13,4.73,13,1.39,False
Heloisa Alves,2,Gabriel Gomes,2.17,1.21,16,7.63,False
Theo Soares,2,Pedro II,9.72,6.69,9,0,True
Gabriel Alves,2,Gabriel Gomes,1.06,1.25,9,8.2,True
Helena Alves,3,Carlos Santos,1.5,7.93,3,7.55,True
Davi Rodrigues,3,Pedro I,1.9,6.04,6,2.29,False
Valentina Rodrigues,2,Francisto Chagas,6.26,1.42,0,4.47,False
Samuel Gomes,3,Pedro II,1.51,5.79,21,7.76,False
Alice Oliveira,1,Antonio Prado,0.13,1.83,25,8.58,False
Miguel Gomes,3,Pedro I,1.76,0.08,30,6.43,True
Arthur Silva,3,Carlos Santos,7.99,2.37,6,1.4,True
Valentina Souza,1,Pedro II,6.89,7.52,29,0,True
Sophia Alves,2,Gabriel Gomes,8.3,5.57,11,8.1,True
Miguel Oliveira,2,Carlos Santos,3.92,6.39,14,0.6,False
Heloisa Soares,3,Pedro I,7.7,5.38,3,6.64,False
Laura Ribeiro,3,Pedro II,0.84,3.83,18,9.79,True
Heitor Ribeiro,2,Carlos Santos,5.97,0.94,14,3.86,False
Bernardo Maia,3,Antonio Prado,9.14,5.12,24,0,True
Alice Alves,2,Carlos Santos,2.01,4.89,22,4.76,True
Alice Ferreira,3,Gabriel Gomes,7.66,5.85,20,0.37,True
Valentina Ferreira,2,Gabriel Gomes,6.51,9.13,23,0,True
Sophia Souza,1,Carlos Santos,4.66,9.62,30,0,False
Maria Gomes,2,Pedro II,8.15,3.7,23,1.23,True
Heloisa Rodrigues,2,Pedro II,4.4,8.54,6,6.58,True
Heitor Gomes,2,Pedro II,7.85,6.03,7,6.02,False
Theo Rodrigues,1,Pedro I,4.48,4.78,21,5.33,True
Valentina Ferreira,2,Antonio Prado,9.37,5.61,3,0,False
Arthur Rodrigues,1,Pedro I,8.33,5.97,5,0,False
Heloisa Ferreira,3,Gabriel Gomes,9.86,9.39,27,0,True
Helena Pereira,2,Carlos Santos,6.51,7.99,24,0,True
Bernardo Oliveira,3,Francisto Chagas,0.12,9.17,19,3.41,False
Heloisa Martins,1,Carlos Santos,8.11,9.92,1,0,False
Valentina Ferreira,3,Carlos Santos,5.86,1.62,15,5.48,True
Theo Martins,3,Antonio Prado,0.11,7.01,26,1.63,True
Samuel Alves,1,Pedro I,2.1,3.04,6,4.75,False
Arthur Silva,1,Pedro I,9.1,9.02,28,0,True
Sophia Alves,3,Francisto Chagas,0.33,8.55,6,2.89,False
Arthur Gomes,1,Carlos Santos,9.09,2.91,1,9.5,False
Sophia Ferreira,3,Pedro I,2.04,9.77,24,6.95,True
Theo Alves,2,Gabriel Gomes,4.28,8.25,30,5.48,True
Theo Maia,2,Gabriel Gomes,7.29,7.9,28,0,True
Helena Pereira,3,Antonio Prado,0.22,3.18,21,7.4,True
Laura Ribeiro,2,Carlos Santos,8.77,9.25,19,0,False
Gael Martins,2,Carlos Santos,8.37,1.06,10,6.64,True
Maria Ribeiro,2,Gabriel Gomes,1.21,8.86,9,3.01,False
Bernardo Ribeiro,1,Antonio Prado,4.44,2.31,8,0.07,True
Samuel Souza,3,Antonio Prado,2.15,8.09,13,4.99,True
Theo Rodrigues,3,Carlos Santos,5.52,7.55,14,2.57,True
Arthur Gomes,2,Carlos Santos,4.74,2.79,8,1.67,True
Alice Silva,3,Carlos Santos,5.55,0.4,4,5.81,True
Gabriel Oliveira,2,Francisto Chagas,2.89,9.31,23,5.29,False
Miguel Ribeiro,2,Gabriel Gomes,6.66,0.07,22,9.75,False
Bernardo Martins,3,Pedro I,4.73,0.35,5,0.47,False
Helena Gomes,3,Gabriel Gomes,3.1,9.94,29,9.37,False
Heloisa Maia,3,Gabriel Gomes,4.37,0.56,11,1.11,False
Arthur Santos,2,Pedro II,9.83,0.25,28,5.2,True
Arthur Gomes,2,Pedro II,3.58,4.83,14,2.62,False
Theo Alves,2,Antonio Prado,6.67,7.04,27,3.35,False
Sophia Rodrigues,1,Francisto Chagas,7.49,5.7,25,2.02,False
Sophia Souza,1,Carlos Santos,9.15,2.11,1,6.45,False
Valentina Maia,3,Francisto Chagas,5.72,8.58,27,0,False
Heloisa Maia,2,Gabriel Gomes,3.88,0.2,8,5.92,True
Heitor Ferreira,1,Carlos Santos,7.26,2.24,20,7.7,True
Heitor Silva,1,Pedro II,9.99,6.06,27,0,True
Laura Santos,2,Pedro II,7.32,5.0,1,5.28,False
Laura Ferreira,2,Gabriel Gomes,9.55,8.55,28,0,False
Davi Ribeiro,2,Francisto Chagas,7.74,3.6,30,7.58,True
Miguel Pereira,2,Pedro I,0.22,0.47,3,0.08,True
Laura Gomes,2,Pedro I,8.12,1.29,22,7.34,False
Bernardo Soares,2,Pedro I,4.57,6.27,24,3.89,False
Helena Santos,2,Antonio Prado,4.69,6.15,27,0.53,False
Alice Gomes,1,Gabriel Gomes,9.35,2.4,6,1.23,False
Gabriel Ribeiro,1,Carlos Santos,2.94,8.37,27,9.64,False
Theo Santos,2,Francisto Chagas,8.71,0.36,7,5.75,False
Sophia Maia,2,Pedro I,8.4,2.68,15,5.87,True
Theo Gomes,1,Gabriel Gomes,9.47,9.61,4,0,False
Heloisa Ferreira,3,Pedro II,7.73,3.97,21,4.54,False
Arthur Alves,3,Carlos Santos,1.9,2.52,30,6.41,False
Valentina Silva,3,Carlos Santos,2.03,4.88,23,6.35,True
Davi Gomes,1,Francisto Chagas,7.01,5.17,2,8.79,True
Laura Ferreira,3,Pedro II,1.69,9.19,1,7.63,True
Maria Alves,1,Francisto Chagas,4.79,4.8,3,5.5,False
Theo Pereira,1,Antonio Prado,7.56,3.41,10,4.3,True
Maria Alves,2,Pedro I,3.35,8.1,8,0.44,True
Alice Ribeiro,1,Pedro II,0.11,6.37,21,1.45,False
Alice Soares,1,Francisto Chagas,0.84,8.58,10,8.17,True
Arthur Martins,3,Pedro I,9.69,1.1,4,1.44,False
Davi Oliveira,2,Pedro I,8.03,9.07,14,0,False
Valentina Rodrigues,1,Francisto Chagas,8.73,9.93,22,0,False
Arthur Alves,2,Pedro II,7.47,1.95,4,9.82,False
Laura Souza,3,Francisto Chagas,9.55,1.32,26,1.69,True
Miguel Martins,1,Antonio Prado,7.68,1.86,28,2.32,False
Davi Rodrigues,2,Antonio Prado,3.31,4.62,27,6.77,False
Miguel Rodrigues,2,Antonio Prado,5.84,5.7,13,7.72,False
Gabriel Pereira,3,Pedro II,7.87,8.57,2,0,True
Laura Maia,3,Pedro I,4.45,3.37,27,2.09,True
Gael Martins,2,Carlos Santos,6.14,7.34,16,1.2,True
Sophia Alves,2,Carlos Santos,1.31,5.92,6,3.84,True
Arthur Soares,1,Pedro II,3.0,2.64,24,2.61,False
Davi Pereira,2,Antonio Prado,4.63,3.66,9,2.26,True
Samuel Ferreira,2,Pedro I,7.71,4.6,16,0.36,False
Bernardo Ferreira,2,Pedro I,7.83,3.8,11,2.92,False
Davi Alves,2,Antonio Prado,3.41,8.68,22,3.72,True
Heloisa Rodrigues,2,Pedro II,7.23,2.92,17,6.42,True
Helena Alves,2,Francisto Chagas,8.9,4.72,30,3.06,False
Heloisa Ribeiro,2,Pedro I,2.15,5.87,7,8.97,True
Heitor Rodrigues,1,Gabriel Gomes,1.96,4.33,6,2.37,False
Sophia Santos,2,Antonio Prado,6.97,9.62,25,0,False
Heloisa Ribeiro,3,Gabriel Gomes,0.42,0.61,9,4.89,False
Alice Maia,3,Pedro II,9.02,2.54,27,1.93,False
Heloisa Pereira,1,Pedro I,4.11,0.35,22,9.68,True
Gael Souza,1,Pedro I,5.79,6.08,16,0.96,False
Bernardo Alves,1,Francisto Chagas,8.78,1.85,10,3.84,True
Arthur Soares,2,Pedro I,6.68,4.63,17,7.35,False
Gael Maia,1,Carlos Santos,2.93,4.69,15,5.52,False
Maria Alves,2,Francisto Chagas,3.51,9.77,26,9.98,False
Arthur Pereira,3,Francisto Chagas,5.11,7.81,5,2.96,False
Maria Silva,2,Pedro I,2.24,9.73,29,8.96,False
Theo Pereira,2,Carlos Santos,3.66,4.68,17,2.86,True
Miguel Maia,2,Francisto Chagas,6.26,2.75,3,8.8,True
Helena Gomes,3,Antonio Prado,6.24,5.18,8,0.64,True
Maria Ribeiro,1,Antonio Prado,8.76,5.68,5,0,False
Laura Maia,3,Pedro I,2.22,5.1,13,9.36,True
Helena Alves,1,Carlos Santos,6.98,2.96,0,3.31,True
Laura Pereira,3,Carlos Santos,4.05,0.06,4,0.99,False
Valentina Pereira,1,Francisto Chagas,2.32,5.06,8,9.92,True
Heloisa Silva,2,Francisto Chagas,5.38,2.62,27,1.06,False
Maria Maia,1,Antonio Prado,1.34,7.31,28,7.99,False
Gabriel Gomes,1,Francisto Chagas,7.93,8.57,4,0,False
Helena Pereira,2,Pedro I,9.03,5.03,30,0,False
Gael Alves,3,Pedro II,0.24,7.15,23,4.55,True
Helena Soares,1,Gabriel Gomes,6.72,5.75,7,6.18,True
Gabriel Alves,1,Pedro II,0.49,8.74,24,4.49,False
Helena Soares,2,Pedro I,6.64,8.37,22,0,True
Samuel Maia,1,Antonio Prado,8.36,1.15,3,8.06,True
Heloisa Santos,1,Pedro II,6.76,2.6,12,7.48,True
Davi Silva,1,Carlos Santos,9.38,8.39,0,0,False
Laura Santos,2,Carlos Santos,4.8,2.17,22,4.96,False
Maria Santos,3,Carlos Santos,4.47,7.02,17,7.34,True
Valentina Martins,3,Pedro II,8.29,8.23,20,0,False
Bernardo Souza,2,Antonio Prado,0.32,8.11,3,1.1,False
Arthur Souza,3,Francisto Chagas,4.31,1.11,2,2.91,False
Miguel Maia,1,Gabriel Gomes,0.32,9.5,10,4.52,False
Arthur Soares,2,Francisto Chagas,9.43,7.95,24,0,True
Gabriel Santos,2,Antonio Prado,4.37,1.65,3,3.18,True
Theo Ferreira,2,Gabriel Gomes,0.5,3.38,23,8.27,False
Gabriel Ribeiro,3,Antonio Prado,0.89,1.26,9,2.17,True
Valentina Ferreira,1,Gabriel Gomes,9.86,1.55,8,7.49,False
Bernardo Ribeiro,2,Carlos Santos,0.53,5.11,20,0.48,False
Valentina Ferreira,1,Antonio Prado,1.2,9.65,11,4.21,True
Helena Santos,3,Pedro II,7.93,6.49,20,0,True
Arthur Oliveira,1,Gabriel Gomes,8.54,3.8,20,4.81,True
Miguel Alves,2,Francisto Chagas,8.22,8.39,0,0,True
Davi Alves,1,Gabriel Gomes,3.86,6.62,0,6.48,True
Arthur Santos,3,Gabriel Gomes,0.11,6.61,12,3.71,True
Theo Maia,2,Pedro II,8.62,7.19,3,0,False
Sophia Rodrigues,3,Francisto Chagas,3.77,2.37,5,0.27,True
Alice Alves,3,Carlos Santos,9.31,8.62,24,0,True
Alice Alves,1,Carlos Santos,2.55,6.28,13,2.5,True
Laura Maia,2,Francisto Chagas,1.52,5.65,2,8.79,True
Davi Santos,3,Pedro II,2.73,9.35,14,9.25,False
Samuel Martins,2,Francisto Chagas,8.55,3.58,30,5.27,False
Helena Silva,3,Gabriel Gomes,6.2,2.92,10,1.99,False
Samuel Ribeiro,1,Pedro I,8.22,4.86,23,3.59,True
Arthur Pereira,1,Gabriel Gomes,1.92,5.74,20,9.76,True
Davi Ribeiro,2,Pedro I,8.59,6.4,29,0,False
Laura Alves,2,Pedro II,1.6,8.97,8,3.14,False
Sophia Ferreira,2,Gabriel Gomes,8.6,5.85,2,0,False
Maria Souza,2,Pedro I,0.02,0.95,13,1.07,False
Sophia Maia,2,Gabriel Gomes,1.45,8.39,7,7.41,True
Gael Pereira,1,Antonio Prado,7.48,3.86,14,2.77,False
Heitor Souza,3,Pedro II,5.95,2.54,20,4.32,False
Maria Alves,1,Pedro II,6.86,9.3,8,0,False
Samuel Santos,3,Carlos Santos,6.01,9.37,28,0,False
Helena Rodrigues,3,Pedro II,7.58,6.37,3,5.22,False
Sophia Soares,3,Antonio Prado,9.59,2.9,8,0.23,False
Arthur Rodrigues,3,Antonio Prado,3.25,4.78,29,0.45,True
Maria Rodrigues,1,Carlos Santos,7.25,0.03,26,2.5,False
Arthur Alves,3,Pedro II,4.81,3.86,10,1.89,False
Heloisa Alves,2,Pedro II,3.44,4.71,16,8.6,False
Valentina Rodrigues,2,Pedro II,0.34,6.22,12,8.49,False
Samuel Gomes,2,Pedro II,1.62,8.89,13,0.45,True
Sophia Santos,1,Pedro I,8.76,5.26,12,0,True
Laura Maia,2,Antonio Prado,8.59,8.49,2,0,False
Theo Oliveira,3,Francisto Chagas,7.39,2.89,26,5.33,False
Theo Soares,2,Carlos Santos,5.57,8.6,21,0,False
Helena Oliveira,2,Antonio Prado,0.43,8.9,19,1.61,False
Bernardo Gomes,1,Carlos Santos,0.38,9.26,4,2.19,True
Laura Rodrigues,2,Francisto Chagas,2.81,0.52,21,4.39,False
Samuel Ferreira,1,Antonio Prado,1.59,7.04,12,3.5,True
Alice Silva,3,Carlos Santos,5.9,3.55,1,4.67,False
Maria Maia,1,Carlos Santos,4.98,0.73,0,0.14,False
Alice Pereira,2,Carlos Santos,9.84,4.83,28,0,True
Samuel Rodrigues,1,Gabriel Gomes,6.92,2.66,22,8.46,True
Theo Souza,1,Francisto Chagas,1.29,0.21,25,9.82,True
Gabriel Alves,1,Pedro II,1.97,9.35,4,6.9,True
Valentina Rodrigues,1,Carlos Santos,7.97,2.87,0,8.21,False
Heitor Ribeiro,2,Carlos Santos,1.74,5.99,22,8.1,True
Heloisa Alves,2,Gabriel Gomes,9.69,7.48,26,0,True
Samuel Santos,1,Antonio Prado,1.04,4.19,24,3.46,True
Valentina Alves,2,Antonio Prado,7.59,9.89,29,0,False
Laura Oliveira,1,Pedro I,2.11,2.71,5,0.96,False
Theo Silva,3,Pedro II,5.47,0.12,29,7.05,False
Helena Silva,3,Gabriel Gomes,5.6,7.73,13,8.41,True
Heloisa Ribeiro,3,Antonio Prado,9.35,0.76,11,3.56,False
Heitor Maia,2,Pedro II,9.34,3.11,23,6.42,True
Sophia Soares,1,Gabriel Gomes,4.35,1.05,2,2.28,False
Laura Ribeiro,3,Antonio Prado,5.05,0.1,23,1.93,True
Theo Ferreira,2,Gabriel Gomes,6.23,6.98,23,0.97,True
Alice Silva,3,Gabriel Gomes,5.27,8.01,1,0.5,True
Bernardo Alves,2,Carlos Santos,0.18,3.78,2,7.7,True
Heloisa Ribeiro,1,Gabriel Gomes,0.85,9.71,5,8.84,False
Gabriel Rodrigues,3,Antonio Prado,5.07,6.62,22,6.44,True
Theo Silva,3,Antonio Prado,6.75,6.16,9,9.23,True
Valentina Ribeiro,1,Carlos Santos,3.56,1.27,16,2.11,True
Valentina Souza,3,Carlos Santos,6.25,1.02,25,1.33,True
Samuel Martins,3,Gabriel Gomes,2.48,6.04,5,4.46,True
Gabriel Santos,1,Francisto Chagas,0.04,2.89,28,6.08,False
Valentina Alves,3,Pedro II,6.11,0.42,22,1.26,False
Valentina Alves,1,Pedro I,7.03,6.19,10,0.82,True
Maria Oliveira,3,Pedro I,8.63,5.99,17,0,False
Gael Silva,3,Francisto Chagas,7.59,2.83,24,0.28,False
Samuel Souza,2,Gabriel Gomes,9.51,3.61,28,0.26,False
Miguel Alves,2,Francisto Chagas,9.09,2.76,27,8.35,True
Heitor Souza,2,Gabriel Gomes,9.35,8.11,26,0,False
Davi Santos,1,Gabriel Gomes,5.35,2.58,11,4.61,True
Helena Ferreira,2,Pedro I,1.04,6.92,3,7.75,True
Maria Gomes,1,Gabriel Gomes,5.77,7.15,3,3.84,False
Arthur Alves,2,Gabriel Gomes,4.48,0.18,2,5.83,False
Laura Alves,2,Pedro II,8.33,8.47,4,0,True
Theo Pereira,1,Francisto Chagas,5.35,7.79,4,4.11,False
Helena Pereira,2,Pedro I,3.18,0.79,1,1.18,True
Miguel Ribeiro,2,Carlos Santos,4.66,0.83,21,8.61,False
Miguel Pereira,1,Gabriel Gomes,9.04,7.66,9,0,False
Heloisa Alves,2,Pedro I,8.9,9.76,12,0,False
Valentina Gomes,2,Pedro II,6.09,6.88,2,2.4,True
Valentina Silva,2,Antonio Prado,5.23,5.99,22,2.2,False
Valentina Souza,1,Pedro I,9.96,2.63,7,1.11,False
Gael Santos,1,Pedro II,4.34,0.92,4,2.93,False
Laura Silva,2,Pedro I,5.2,4.71,15,5.56,False
Davi Alves,3,Gabriel Gomes,4.22,7.56,9,0.88,True
Samuel Pereira,2,Pedro I,4.58,7.57,1,9.45,True
Heitor Maia,3,Pedro I,0.77,1.41,14,9.75,True
Miguel Santos,1,Gabriel Gomes,0.2,1.8,18,2.88,True
Theo Gomes,3,Gabriel Gomes,2.63,0.41,2,6.81,True
Arthur Gomes,1,Francisto Chagas,0.98,7.09,13,1.15,True
Gael Pereira,3,Gabriel Gomes,5.78,3.59,3,5.02,True
Valentina Ferreira,1,Gabriel Gomes,6.52,9.36,25,0,False
Bernardo Rodrigues,3,Pedro II,8.07,7.87,17,0,False
Alice Martins,3,Francisto Chagas,8.25,6.23,18,0,True
Gael Maia,1,Gabriel Gomes,9.85,9.74,11,0,False
Gabriel Gomes,2,Francisto Chagas,3.64,3.93,15,0.26,False
Miguel Silva,3,Carlos Santos,7.6,0.28,11,9.67,True
Valentina Martins,1,Gabriel Gomes,7.26,1.91,11,2.95,True
Miguel Alves,1,Pedro I,7.25,3.06,2,7.53,False
Helena Ribeiro,1,Carlos Santos,8.82,5.68,0,0,True
Samuel Martins,1,Antonio Prado,2.23,5.42,2,5.12,False
Heitor Soares,3,Carlos Santos,2.86,0.89,27,2.81,False
Gael Ribeiro,1,Gabriel Gomes,7.71,3.53,11,5.17,False
Gabriel Alves,2,Francisto Chagas,1.27,7.8,3,3.65,True
Maria Ribeiro,2,Pedro II,1.88,9.59,27,8.31,True
Heloisa Soares,3,Gabriel Gomes,6.91,9.18,24,0,False
Heitor Santos,1,Francisto Chagas,9.45,6.89,24,0,True
Valentina Alves,3,Francisto Chagas,6.45,5.29,18,1.98,True
Sophia Alves,3,Antonio Prado,0.18,2.66,12,0.91,True
Alice Maia,1,Pedro I,1.9,9.89,30,6.06,False
Davi Alves,1,Gabriel Gomes,3.43,0.15,12,6.4,True
Valentina Pereira,2,Francisto Chagas,9.35,3.49,4,7.62,True
Arthur Pereira,1,Carlos Santos,1.5,0.08,7,5.65,False
Arthur Oliveira,3,Antonio Prado,9.07,6.79,17,0,True
Heloisa Maia,1,Francisto Chagas,9.5,9.26,15,0,True
Heitor Rodrigues,3,Carlos Santos,2.93,3.61,11,1.09,False
Laura Gomes,1,Francisto Chagas,0.59,7.86,7,6.93,True
Heitor Ribeiro,2,Pedro I,6.72,4.01,27,6.18,True
Arthur Santos,3,Gabriel Gomes,9.43,1.72,19,9.36,False
Gael Ferreira,1,Francisto Chagas,0.06,8.49,6,1.98,True
Heloisa Silva,1,Gabriel Gomes,1.24,7.32,4,9.98,False
Sophia Souza,1,Pedro I,8.34,7.34,19,0,True
Heitor Souza,1,Pedro I,9.72,2.53,25,2.18,False
Laura Souza,2,Carlos Santos,1.56,4.28,20,6.07,False
Laura Alves,2,Pedro II,8.38,9.63,23,0,True
Gabriel Martins,2,Antonio Prado,7.45,8.34,11,0,False
Heloisa Silva,3,Antonio Prado,9.19,3.28,29,9.13,True
Bernardo Santos,2,Carlos Santos,1.31,0.9,17,3.81,False
Gael Martins,1,Francisto Chagas,3.45,0.72,9,0.67,True
Theo Ferreira,1,Carlos Santos,4.46,9.26,29,9.78,False
Davi Alves,1,Pedro I,7.93,7.64,28,0,False
Gael Pereira,2,Gabriel Gomes,3.91,0.89,11,0.84,True
Maria Ferreira,1,Pedro II,3.24,5.91,1,1.25,False
Heitor Alves,3,Pedro II,2.08,7.42,27,0.48,True
Helena Martins,2,Pedro II,4.93,9.22,19,0,True
Heloisa Soares,1,Antonio Prado,1.98,0.86,22,6.68,False
Alice Rodrigues,1,Francisto Chagas,5.53,2.45,5,1.63,False
Helena Alves,2,Antonio Prado,2.39,7.78,30,9.05,False
Bernardo Alves,3,Francisto Chagas,7.3,0.32,0,2.36,False
Valentina Santos,1,Gabriel Gomes,4.45,7.05,22,1.06,True
Theo Soares,3,Francisto Chagas,8.07,1.84,29,5.69,True
Valentina Rodrigues,2,Pedro I,2.59,4.83,19,0.81,True
Heloisa Oliveira,2,Pedro II,5.59,0.98,24,9.31,True
Laura Ribeiro,2,Antonio Prado,2.54,6.63,22,2.09,False
Alice Rodrigues,1,Gabriel Gomes,9.35,8.53,4,0,False
Heitor Silva,3,Antonio Prado,6.83,2.99,1,1.87,False
Davi Santos,3,Pedro I,2.23,9.93,15,7.38,False
Sophia Souza,3,Francisto Chagas,0.5,1.53,3,7.24,False
Bernardo Santos,2,Gabriel Gomes,8.91,5.27,24,0,True
Gael Oliveira,2,Pedro II,1.2,5.02,15,4.63,True
Heloisa Rodrigues,2,Carlos Santos,8.98,5.84,23,0,True
Miguel Ferreira,3,Antonio Prado,4.95,1.64,29,6.28,False
Theo Ferreira,2,Antonio Prado,4.23,4.83,27,9.73,False
Alice Santos,1,Carlos Santos,0.97,6.11,15,5.04,False
Samuel Martins,1,Pedro I,8.93,6.06,20,0,False
Miguel Soares,2,Pedro II,2.18,2.59,7,8.09,False
Gael Souza,2,Pedro I,9.26,7.33,23,0,False
Valentina Maia,3,Carlos Santos,9.1,0.84,5,8.87,True
Arthur Alves,1,Gabriel Gomes,9.82,3.38,0,0.85,False
Theo Oliveira,3,Carlos Santos,2.32,3.91,13,9.6,False
Heitor Oliveira,1,Gabriel Gomes,9.84,1.67,8,3.8,True
Heloisa Martins,2,Pedro II,0.32,4.38,8,7.1,False
Samuel Soares,1,Pedro I,0.37,3.56,23,5.96,True
Valentina Silva,3,Francisto Chagas,4.86,8.73,26,0.39,True
Bernardo Maia,2,Pedro II,5.9,8.9,6,0,True
Miguel Santos,1,Pedro I,0.28,2.41,24,4.69,True
Davi Ferreira,2,Francisto Chagas,3.6,5.95,0,0.43,False
Theo Oliveira,3,Carlos Santos,3.2,5.23,21,6.93,False
Valentina Gomes,1,Pedro II,9.37,7.44,19,0,True
Theo Rodrigues,3,Pedro I,8.92,3.17,6,8.28,False
Gabriel Silva,3,Francisto Chagas,3.15,3.78,10,3.27,False
Samuel Maia,3,Pedro II,0.04,5.03,0,9.45,False
Davi Ferreira,3,Pedro I,9.02,2.06,7,0.44,False
Gael Martins,1,Francisto Chagas,0.65,0.64,8,1.48,True
Heitor Pereira,1,Antonio Prado,4.52,7.66,16,9.39,True
Sophia Soares,2,Pedro II,4.49,8.24,11,8.53,True
Heitor Maia,2,Pedro I,3.92,8.42,26,9.61,False
Bernardo Maia,1,Antonio Prado,5.76,5.58,26,3.31,True
Heitor Maia,3,Antonio Prado,9.03,8.23,5,0,False
Davi Ferreira,3,Carlos Santos,2.55,0.01,28,2.63,False
Sophia Santos,2,Francisto Chagas,4.7,5.8,15,8.29,True
Davi Alves,3,Francisto Chagas,1.88,4.5,0,5.91,True
Bernardo Alves,3,Pedro II,1.26,5.5,18,8.25,True
Miguel Martins,3,Pedro I,5.56,8.72,28,0,True
Miguel Alves,3,Carlos Santos,8.91,8.02,11,0,False
Heitor Ferreira,3,Carlos Santos,2.63,3.03,25,5.11,True
Gael Maia,3,Pedro II,5.51,9.06,17,0,True
Gabriel Alves,3,Gabriel Gomes,9.47,4.34,15,2.56,False
Heloisa Ferreira,1,Pedro II,0.27,1.71,29,6.49,False
Samuel Ribeiro,2,Antonio Prado,8.23,8.12,7,0,False
Helena Oliveira,2,Antonio Prado,3.01,6.64,30,1.09,False
Valentina Alves,3,Gabriel Gomes,6.79,5.96,25,8.86,True
Bernardo Souza,1,Antonio Prado,1.79,8.23,9,3.02,False
Bernardo Ferreira,1,Francisto Chagas,9.57,0.16,17,7.16,True
Davi Oliveira,2,Pedro II,9.07,5.62,8,0,False
Gabriel Oliveira,2,Gabriel Gomes,1.11,7.31,12,9.39,False
Samuel Rodrigues,3,Gabriel Gomes,0.29,8.09,11,8.45,True
Gabriel Ribeiro,2,Antonio Prado,1.57,9.98,6,4.09,True
Bernardo Ribeiro,1,Francisto Chagas,8.03,0.41,27,0.9,False
Laura Alves,1,Carlos Santos,0.34,1.25,23,2.32,False
Maria Ribeiro,2,Carlos Santos,0.16,3.0,9,1.4,False
Gabriel Souza,3,Pedro I,4.41,0.67,14,5.67,False
Laura Oliveira,2,Antonio Prado,5.15,3.36,30,3.13,False
Helena Maia,3,Carlos Santos,8.33,0.32,2,5.01,True
Miguel Santos,3,Gabriel Gomes,6.39,1.97,28,2.78,False
Theo Santos,2,Francisto Chagas,9.04,1.7,29,1.1,False
Miguel Pereira,3,Francisto Chagas,4.81,9.95,9,0,False
Samuel Silva,3,Gabriel Gomes,3.18,8.26,23,5.46,False
Maria Alves,3,Francisto Chagas,6.67,0.7,26,4.15,True
Bernardo Santos,3,Antonio Prado,5.84,7.22,4,9.85,True
Heitor Alves,3,Pedro I,3.79,5.06,14,0.83,False
Gabriel Santos,2,Francisto Chagas,5.37,0.07,1,1.46,False
Maria Alves,2,Gabriel Gomes,9.87,3.1,10,2.22,False
Gael Alves,1,Antonio Prado,2.47,1.96,24,3.83,True
Heloisa Martins,3,Antonio Prado,3.92,8.42,28,4.83,True
Gabriel Alves,1,Pedro I,7.08,9.09,20,0,True
Heloisa Gomes,1,Carlos Santos,4.23,8.87,14,8.84,True
Theo Martins,3,Francisto Chagas,4.57,4.07,9,9.13,False
Samuel Alves,3,Pedro I,8.54,6.11,25,0,False
Sophia Pereira,3,Pedro I,2.64,1.39,30,4.54,True
Valentina Alves,3,Antonio Prado,9.25,1.52,14,4.82,True
Maria Oliveira,3,Pedro II,0.43,5.86,14,2.28,True
Heloisa Pereira,2,Francisto Chagas,5.63,7.72,11,7.57,True
Davi Ribeiro,3,Pedro II,0.72,8.43,19,6.82,False
Miguel Soares,3,Pedro II,4.12,2.24,1,3.24,True
Theo Rodrigues,1,Pedro I,1.62,7.08,10,9.33,False
Alice Soares,3,Pedro II,4.73,8.4,26,0.58,True
